"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q8IX04"	150458	121874.666666667	113611.333333333	117470.666666667	118134.666666667	129607.333333333	98044.6666666667	82267.3333333333	86371.3333333333	128080.333333333	84355.3333333333	69917	67593.6666666667	67914.6666666667	64701	63421.3333333333	42241.6666666667	40757.6666666667	43237	60869.6666666667	128946.666666667	106131	103625.333333333	107984	88376	98709.6666666667	99582.6666666667	87047	101265	77244	129663.333333333	130000	96454.3333333333	107046.333333333	110760	114700	123070	89627.6666666667	112680	99031.3333333333
"Q96EM0"	371553.333333333	391543.333333333	322006.666666667	171209.666666667	168345.333333333	177854.333333333	70390	68610.6666666667	69842	180650	288455	195477	239073.333333333	111089.333333333	111275	93909.6666666667	38761.6666666667	37583.3333333333	43533.6666666667	113564	86472.6666666667	74065	72783.6666666667	191287.666666667	178051.333333333	202391.333333333	11862.0333333333	12864.6666666667	11792.9	85513.6666666667	154241.666666667	149047	165473	37139.8666666667	46247.6666666667	41897.6666666667	8908.53333333333	9568.3	8160.26666666667	54278.6666666667
"Q96SQ9"	1411	2073	1357.5	7262.85	6852.9	6196.6	18876.1	16558.35	17102.35	10625.95	2527.6	1545.95	2752	5497.8	5508.85	6930.4	11661.05	12723.05	13361.5	9360.3	5359.23333333333	4062.4	4502.43333333333	15350.1	8349.4	9030.50666666667	75788.6666666667	64584.6666666667	71991	18465.6666666667	26588	31801	12571.9	2003.85	2846.58	1058.76	83079.3333333333	67592.6666666667	79735.3333333333	20160.4
"Q9GZT4"	135579.666666667	141621	117549.666666667	58946	53147.6666666667	59546	49823.3333333333	48293.6666666667	45034.3333333333	91258	97094.5	72156	83170	35530.5	37069	39774	32556.1	32457	29998	63679.5	127214.333333333	114090.666666667	111229	91807	70860	87960.6666666667	48459.6666666667	44339.6666666667	45948.6666666667	49886	95914.3333333333	104698.666666667	117249.333333333	121953.666666667	104640	110006	49468.3333333333	34391.3333333333	42798.6666666667	48147
"Q96L35"	61679	64937.6666666667	52070.3333333333	47755	42747	46469	39141.6666666667	43948.6666666667	40806.6666666667	58254.6666666667	71271.3333333333	52543	58006	39609.3333333333	37547.6666666667	38455.3333333333	25821.6666666667	26860	29010.6666666667	49913.6666666667	148396.666666667	122303.333333333	134194	70090.6666666667	60412.3333333333	65980	81807	77400.3333333333	86900.6666666667	54182.3333333333	94726.3333333333	100623.666666667	96093.6666666667	161850	144820	170773.333333333	136573.333333333	107704.666666667	131238.666666667	71929.3333333333
"Q9HD43"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413.27	14740	12730	16049	2948.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"E9PM75"	13022	16017	13026	4547.5	5059.5	9641	8620.6	3061.4	5220.4	8792.3	35865	24958.5	27900.5	14790.3	16448	14807	18685	17512.4	18390	18871	13228.9	12948.3	14295.55	19417.2	15572.85	20213.55	8460.45	6515.15	8099.6	9095.85	30488	34233	29114	19045	15397	20280	13093	10877	10532	12019
"Q9Y547"	515277.666666667	441424	424263.666666667	481923.333333333	471482.233333333	479029	314826.6	249480.133333333	274781.466666667	364914.666666667	548901	412770	478347	545106.666666667	505203.333333333	504585.333333333	296315.666666667	283331.333333333	303788.333333333	362565.333333333	123906	105080.333333333	94580.3333333333	197808	181363.666666667	180676	159924.933333333	120978.066666667	144552.2	120252.733333333	125126.666666667	152476.666666667	68605.5666666667	61429.3333333333	59007.9666666667	60261.6666666667	100854.666666667	79556	98497	89996
"J3QKK3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16648	12318	13965	15629	20228	15813	20538	17081	20399	20566	24453.5	19311	21756.5	6366.2	7709.4	7156.1	11150.5	11633.75	11934.5	9483.05	9177.25	10555.95	7202.75	22094.5	23584.5	27319.5	13832.65	12470.9	15225.85	12400.2
"Q9NQS7"	96915.3333333333	88713.6666666667	75857	143288.666666667	127869	134965.333333333	173936.666666667	144023.333333333	148836.666666667	114730.666666667	52565.3333333333	37577.3333333333	44639.6666666667	58610.6666666667	58812.3333333333	54541	53369.6666666667	54475	61734.6666666667	43989	54093.6666666667	42751	44417	42125.3333333333	39158.3333333333	36501	51827.6666666667	52800.6666666667	56635.6666666667	45528	60454.6666666667	59111.3333333333	205104	46761	48272.6666666667	49058.3333333333	80812.6666666667	56185	73576.6666666667	52107
"Q8TBB5"	77774.3333333333	71539.3333333333	63725	36985	36914.6666666667	40933.6666666667	111294	102005.666666667	87198	115503.333333333	95084.6666666667	75228.3333333333	81210.3333333333	45117	41444.3333333333	44402.6666666667	119008.666666667	122862	145589	137521.666666667	169906.666666667	146003.333333333	134843	47312.6666666667	37051.3333333333	35451.6666666667	137780	107416.333333333	121090	56969.3333333333	49254	48313	52894	153920	142765	155316.666666667	146784.333333333	119558	132452.666666667	60952.3333333333
"Q8WZA0"	313093.333333333	293660	262513.333333333	422380	388366.666666667	414490	303050	257210	274926.666666667	251543.333333333	98000	77982.6666666667	85487	145258.333333333	127721	135386	98582	84107.6666666667	102958.666666667	80673.6666666667	78902.3333333333	67518.6666666667	77347	99309	84868.3333333333	93733	75992.6666666667	73732	78715.6666666667	69437	63631.3333333333	64436.3333333333	42618	60713.3333333333	46449.3333333333	54890.3333333333	82064	65659.3333333333	78198.6666666667	64765
"Q8N4V1"	198970	189850	163646.666666667	170190	160746.666666667	167860	336256.666666667	278210	272746.666666667	213016.666666667	232652	152419.666666667	178360.333333333	171459.666666667	158402.333333333	153790.333333333	275934	285386.666666667	289785	203779.333333333	211923.333333333	174233.333333333	184490	125533.333333333	117463.333333333	125326.666666667	158430	150663.333333333	171063.333333333	121099.666666667	217700	232945	180505	331515	286855	327910	309630	265695	280235	221135
"Q8NI08"	44310	41976	37543.3333333333	47661	44485.6666666667	51348	54622.6666666667	47978.3333333333	53166.3333333333	49555	45034.3333333333	33003.2	36544.6666666667	42452.3333333333	45928	45846.3333333333	52334.3333333333	51709.6666666667	56366.3333333333	46159	19021	20521	16610.6666666667	17786.6666666667	13146.8666666667	17658.3333333333	35307.6666666667	29824.6666666667	33115.3333333333	19036	26951.6666666667	28324	19492.6666666667	22933	24551.3333333333	24482.3333333333	58434.6666666667	43982.3333333333	49578.3333333333	28802.6666666667
"Q96RN5"	248133.333333333	228076.666666667	205800	279353.333333333	278016.666666667	296823.333333333	354810	281463.333333333	295720	271403.333333333	118351.666666667	79556.6666666667	101488	126925.333333333	119762.333333333	116326.666666667	120483.666666667	123153.333333333	125458	115659	91292	64816.6666666667	78387.3333333333	76347	67113.3333333333	75579.3333333333	121135.666666667	120315.666666667	124971.666666667	76571	113830.9	110031.333333333	72792.3333333333	94116.2333333333	87423.9	93473.5	213811.333333333	159482	182361.333333333	109222.933333333
"P61962"	288756.666666667	256270	244496.666666667	349083.333333333	302380	328550	342140	301273.333333333	306306.666666667	462230	280153.333333333	226246.666666667	250193.333333333	300013.333333333	282400	273920	216903.333333333	243726.666666667	248940	381090	827220	753930	740693.333333333	136950	103766.666666667	120900	303190	280463.333333333	299490	176823.333333333	195706.666666667	204326.666666667	186986.666666667	954916.666666667	900210	997766.666666667	541663.333333333	443940	510050	310230
"Q13496"	41181	34059.6666666667	33904	31131.3333333333	28766.3333333333	32071.6666666667	27193.6666666667	22129.6666666667	23126.3333333333	46154.6666666667	49795.3333333333	33424.6666666667	42197.3333333333	32530.6666666667	32352.3333333333	34759	25838	26506.6666666667	29469	44400.3333333333	74083.6666666667	57308	60913.6666666667	66911.6666666667	59261.6666666667	64897.6666666667	168445.333333333	149235	175388.666666667	67025.3333333333	63069	63963.3333333333	62478	64741.6666666667	55938.6666666667	62803.3333333333	182964.333333333	136981	156109	65744.6666666667
"O95169"	138907.233333333	126568.1	121793.866666667	84859.1	57779.2333333333	73786.2666666667	28586.1333333333	31022.4033333333	31176.8666666667	62671.3666666667	103219	85374	97779.3333333333	61658.6666666667	54607	53491.3333333333	32127.6666666667	35833.6666666667	32203	58362	52521.5	45656.5	53840	104415	60928.5	90496.5	27962.5	34322	32237	31664.5	111924.5	131877	128066	69771	45339	64290.5	36123	60600	39163.5	55544.5
"A0A087WZN1"	716756.666666667	654536.666666667	559200	444620	406503.333333333	451743.333333333	805140	677286.666666667	692516.666666667	602130	602276.666666667	453063.333333333	528526.666666667	366836.666666667	341463.333333333	314366.666666667	554080	559646.666666667	590133.333333333	467256.666666667	461870	407376.666666667	411210	388520	292203.333333333	359600	314133.333333333	284210	310506.666666667	257720	515910	559160	515080	568600	521763.333333333	582680	483700	395130	414500	395356.666666667
"Q96S82"	233005.5	214083.5	191610.5	258119	226484.5	244676	178170	153321.5	157307	210741	55915.5	45029.5	50499.5	52977	55434.5	57873	29607.5	33549	36369.5	55106.5	109886.666666667	80514.6666666667	86462.3333333333	55548.3333333333	47786.1	48896.3333333333	47118.5333333333	42052.5333333333	45472.5333333333	44156.1666666667	38904.3	36022.3666666667	33031.6	52784.9666666667	50109.5333333333	53372.6666666667	43935.3333333333	28183.9333333333	38758.5666666667	46292
"B0QY89"	1276366.66666667	1038610	1007746.66666667	1607700	1351300	1464500	946313.333333333	801266.666666667	830266.666666667	1099176.66666667	2319666.66666667	1604400	1790066.66666667	2746766.66666667	2429233.33333333	2225533.33333333	1344933.33333333	1420733.33333333	1469833.33333333	1722200	2009566.66666667	1621090	1586380	1676500	1278490	1488716.66666667	1680680	1477330	1588206.66666667	1311306.66666667	1676980	1661833.33333333	1535466.66666667	1483633.33333333	1398876.66666667	1513193.33333333	1761100	1348470	1598300	1280486.66666667
"K7EQJ5"	510464.1	407029.433333333	418221	369005.466666667	343347.466666667	364788.833333333	430878.933333333	381523.666666667	374069.633333333	395294.633333333	1256530.66666667	915680.533333333	1069600.36666667	809067.033333333	895644.4	841649.366666667	889781.4	788683.433333333	905301.666666667	916920.433333333	493977	469091.666666667	436632	434413.333333333	359679	372325.333333333	429144.666666667	382165.666666667	469745	341557	637150	586376.666666667	270001.333333333	572023.333333333	624430	604086.666666667	655653.333333333	509713.333333333	537806.666666667	452503.333333333
"Q14197"	407190	360010	360816.666666667	332476.666666667	296623.333333333	327676.666666667	244936.666666667	216686.666666667	236640	279473.333333333	604846.666666667	463056.666666667	499706.666666667	432823.333333333	423426.666666667	418583.333333333	336773.333333333	340260	329420	402490	287670	214103.333333333	262810	310530	292323.333333333	280520	222713.333333333	211586.666666667	218413.333333333	193983.333333333	300080	313873.333333333	239280	213923.333333333	190216.666666667	226043.333333333	223726.666666667	194546.666666667	205820	209816.666666667
"Q5VW36"	93138.3333333333	75616.6666666667	75892.6666666667	4523.1	4751.7	5944.86666666667	98830	85471.6666666667	90906	69223.3333333333	98145.3333333333	75032	85423	7911.93333333333	5332.7	9167.26666666667	93991	85158	93923.6666666667	73240.6666666667	78292.3333333333	67313	66490.6666666667	83650.3333333333	67455.6666666667	76482.6666666667	100244.666666667	91917	99153.6666666667	58355	87423.6666666667	91119.6666666667	62696.6666666667	62402.3333333333	62940.3333333333	66262.6666666667	115452.333333333	86777.6666666667	103482.666666667	64131
"Q02040"	33960.3333333333	33373.6666666667	28862.3333333333	35871.6666666667	39959.6666666667	39856.3333333333	28913.6666666667	29100.6666666667	27446	28933.6666666667	88878.6666666667	51682.6	60805.3333333333	76555.6666666667	27330.6666666667	52802.3333333333	56626	61632.6666666667	49370	60830	34048	24947.3333333333	25960.0333333333	21165.4666666667	19137.1	22644.9	31840.3333333333	29262.7666666667	30817.6666666667	21951.6666666667	63449.6666666667	60641	71020	64743.3333333333	62880.6666666667	74459	81782.3333333333	65285.3333333333	70077.3333333333	59789
"O15371"	1269833.33333333	1120286.66666667	1012443.33333333	1561666.66666667	1463833.33333333	1470106.66666667	1190523.33333333	1051843.33333333	1059663.33333333	1133886.66666667	1834823.33333333	1342736.66666667	1529070	2012866.66666667	1865583.33333333	1865400	1431743.33333333	1423106.66666667	1427850	1406083.33333333	1837930	1574886.66666667	1507803.33333333	1491950	1108023.33333333	1297536.66666667	1367646.66666667	1223500	1299090	1203156.66666667	1713400	1723333.33333333	1586133.33333333	1612800	1628700	1698100	1738200	1356200	1536833.33333333	1301166.66666667
"E9PQA6"	194296.666666667	267136.666666667	180533.333333333	378033.333333333	342320	356453.333333333	247063.333333333	330190	305883.333333333	260613.333333333	199776.666666667	130707.333333333	165783.333333333	394940	343886.666666667	295886.666666667	221710	240840	241860	245800	123290.333333333	105760.333333333	110096.666666667	62431.6666666667	52837.6666666667	55836.6666666667	74585.3333333333	85956.3333333333	90222.6666666667	74111	163484	175540.333333333	211081.666666667	207511	251123.333333333	242123.333333333	241430	180768.666666667	204999.333333333	185819.666666667
"Q13347"	1712033.33333333	1547900	1357323.33333333	2189166.66666667	1932366.66666667	2050800	1947400	1793933.33333333	1741233.33333333	1752673.33333333	1603433.33333333	1145770	1290333.33333333	1776700	1749633.33333333	1672700	1630266.66666667	1577900	1700933.33333333	1435400	1630133.33333333	1323480	1294166.66666667	815213.333333333	677746.666666667	743690	940710	738900	843406.666666667	830653.333333333	1403840	1394616.66666667	1013940	1986300	1849566.66666667	1956233.33333333	1409723.33333333	1139033.33333333	1351953.33333333	1260116.66666667
"E9PND3"	22301.6	17988.97	17037.535	29760.1	25612.605	62293	91409.75	77907.25	69321.2	42045.75	48638.5	36671.5	41752.5	48769	50579	46495.5	144205	141005	145965	79926.5	159420	115616	120811	34210	26277.5	27507	63142.5	49571.5	61183.5	45608.5	31922	35422	30527	100706	91146.5	102075.5	55476	44859	45392.5	38800
"Q9GZT6"	77562	76759	66237	67186.6666666667	63705.6666666667	68770	56688.6666666667	47635.3333333333	49621.3333333333	58631.6666666667	136146.666666667	99345.3333333333	115886.666666667	111563.333333333	116393.333333333	115080	83383.3333333333	85486	92960.6666666667	92558.3333333333	91227	68416.3333333333	75897.6666666667	334839.333333333	78970	224668	87127.6666666667	109833.333333333	85814.6666666667	93749.6666666667	412993.333333333	312253.333333333	237670	91245.6666666667	77659.6666666667	86442.6666666667	156606.666666667	139495.333333333	136783	167515.666666667
"P36639"	342883.333333333	309886.666666667	304860	377153.333333333	349046.666666667	364456.666666667	397020	374266.666666667	361056.666666667	367603.333333333	316010	264624	263510	315016.666666667	326386.666666667	314846.666666667	339046.666666667	328233.333333333	364013.333333333	332706.666666667	568526.666666667	477080	469590	257263.333333333	217050	220163.333333333	384620	303313.333333333	380536.666666667	251926.666666667	284156.666666667	304793.333333333	250680	501856.666666667	461670	481993.333333333	451073.333333333	363583.333333333	420263.333333333	283126.666666667
"Q86SQ9"	37961	35943.5	32311	42421	38505	40524.5	31771.5	22888.5	26201	36205	51487.5	35397.5	43565.5	46651	43096.5	42873	30655	25658.75	31670.5	42098.5	15296	13307	12967.3333333333	11379	11832.6666666667	10886.1333333333	14083.6666666667	12269.6666666667	13676.5333333333	9330	10012.4	11063.1666666667	9173.83333333333	9052.83333333333	9662.23333333333	9499.26666666667	11938.4666666667	10726.4666666667	10184.6666666667	8207.9
"H0YKY0"	15763	12415	16156	11099	11644	12239	11157	11924	11361	12530	15152	13910	13396	12152	12891	12349	10023	10991	13506	9997.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115060	114530	82035	42985	46610	43916	139340	110410	120260	79336
"Q8NHP6"	88469.6666666667	68477.3333333333	66740	88601	90763.3333333333	100624.666666667	98577.6666666667	74974	80441.6666666667	86236.3333333333	159178	112303.333333333	125735.333333333	141215	158121.333333333	152062.333333333	141419.333333333	128783.666666667	139586.333333333	147291	144341.666666667	108733.333333333	107536.666666667	81457.3333333333	87604.3333333333	88075	124556	112855.666666667	127651	90591	147558.666666667	142431.333333333	109384	176986	169196.666666667	189795	199752.333333333	163005.666666667	185272.333333333	132280
"O43422"	49481.9	40975.15	37542.85	75903.6	72370.7	71554.5	57610.6	49953.05	45661.65	116980	17350	12401.3333333333	13560.6666666667	25363.3333333333	23368.6666666667	24726.3333333333	15958.3333333333	14496.3333333333	15023	16702.6666666667	131838	107169	108039	36587	37293	38734.5	80118.5	78015.5	88612	52223.5	25381.9333333333	30223.4333333333	29064.0666666667	56822.9	57904.4666666667	62445.4333333333	52579.0333333333	40114.9333333333	45556.6333333333	34696.0333333333
"Q9Y448"	126291.333333333	113329	104931.333333333	244003.333333333	229326.666666667	238120	262946.666666667	223636.666666667	250093.333333333	171606.666666667	145544.333333333	101099	115813	257310	243116.666666667	234226.666666667	240033.333333333	228576.666666667	240866.666666667	163691.333333333	67412.9	63228	57998.6	56314.5	50549	62036	112985	101387.5	126094.5	91231	102083.666666667	93140.6666666667	71077.3333333333	66312	113865	100159.333333333	205900	144050	189896.666666667	131706.666666667
"Q9Y546"	38301.35	34153.65	25795.95	52717.65	51778.15	90108	32292.95	27821.85	52025	36393.8	394783	218017.5	263083.5	245523	277616.5	243647	803001	724227	696352	502136.5	31027	26027	26182	28784	25869	28026	21155	20410	20700	24467	75423	64238	64282	52786	83394	69426	85601	64585	82165	74405
"Q86TC9"	25985.6666666667	22718.3333333333	22827.6666666667	820.455	949.715	1847.8	2131.6	2030.2	2322.55	8605.5	40608.6666666667	28812.6666666667	35696	836.103333333333	1243.3	1300	3158.3	3097.96666666667	3220.95	10692.3666666667	8582.97666666667	16992.45	11241.9666666667	33340.1	32665.7333333333	34604.9666666667	18751.7	15706.2666666667	15777.2333333333	17385.1333333333	59514.6666666667	60617	49477.3333333333	1256.56	2102.36666666667	1493.065	11380.8	10590.7333333333	11399.2	16464.3333333333
"E9PQS1"	14320	18247	13199.5	35608	32285.5	34557.5	73354.5	87305.5	83971.5	35329.5	24522.6	14380.35	25701.65	54857	55613.5	47688.5	109430	105164.5	105739.5	49461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56021	54273	21943	46682	45391	41437	245720	174180	203290	99869
"P29728"	9427.93333333333	8121.86666666667	8094.66666666667	60952.6666666667	59122.6666666667	62856.3333333333	181333.333333333	168346.666666667	152700	52094.3333333333	34876	23413.0333333333	28374.8333333333	65544.3333333333	73381.6666666667	63248.6666666667	149687.333333333	142152.333333333	146993	62081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4777.1	3826.9	4241.8	5245.5	7579.4	4901.4	26769	21715	21453	25806
