"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"Q3V1R3"	431030	128466.666666667	613690	122682	162830	155233.333333333	112580	103480	100590	82785	78749	134100
"A0A087WPF9"	457573.333333333	511653.333333333	423853.333333333	285052.666666667	467280	333227.666666667	470127.333333333	512739.666666667	466615.666666667	417676	222260	569856.666666667
"Q8BT09"	3595100	4899800	2393500	2430300	4933100	3255300	4188350	3894985	3572440	2825115	1569700	3508150
"A2A845"	308830	341120	307530	172960	343140	259370	158700	141950	184130	144030	119760	246730
"Q3TG45"	NA	NA	NA	NA	NA	NA	514370	307700	393680	475480	256630	787380
"Q9QXY6"	696743.333333333	537744.333333333	582440.666666667	399715.2	573639	439121.333333333	1964733.33333333	1381366.66666667	1624993.33333333	1554006.66666667	1128220	1797436.66666667
"G3UYQ2"	653083.333333333	534710	528916.666666667	396930	570963.333333333	438633.333333333	349710	311020	338036.666666667	299380	190730	320350
"A0A0R4J252"	167670	147470	110370	160780	93429	122640	662030	800680	553050	564896.666666667	394666.666666667	699923.333333333
"Q6NS52"	NA	NA	NA	NA	NA	NA	551440	542553.333333333	475663.333333333	303140	302746.666666667	429353.333333333
"B2RSY3"	661950	581870	742740	280610	582500	351510	20279	17728	2340.3	12572	28005	4416.2
"Q8K183"	6519300	4613066.66666667	4883166.66666667	2807800	3916866.66666667	4011833.33333333	4624500	5129300	3985433.33333333	2961933.33333333	3390100	3472366.66666667
"P06151"	6615100	4299166.66666667	5919953.33333333	4157890	6734826.66666667	4624490	4447400	4617600	2342200	5096300	5183400	2436500
"Q9WTL7"	1677655.66666667	1293527.33333333	1686618.33333333	831943.666666667	1715154	1169957.33333333	1583710	1726100	1764465	888555	802300	1650760
"Q3TU36"	2248533.33333333	2674366.66666667	2801300	1553566.66666667	2363266.66666667	1604263.33333333	2850666.66666667	3206100	3072400	2380833.33333333	1762566.66666667	3450433.33333333
"Q8BJQ7"	58038	82668	22231	41127	51728	71888	92472	96671.6666666667	76883.7	76947	57529.6666666667	91583.6666666667
"Q3UJP5"	453690	316450	268680	169470	270800	207480	267851	265359.666666667	266247	218280.666666667	223003.666666667	257894
"Q6ZQI3"	565900	443740	435360	232810	392170	272900	310770	301905	287825	268185	221245	313260
"A0A0R4J1Y7"	128914.5	96852.5	82187.5	69407.5	101042	86946	367816.666666667	627996.666666667	327810	283830	269004	318443.333333333
"P14152"	18359066.6666667	14452666.6666667	18027833.3333333	10476000	14685000	13786000	26751000	27543000	26992833.3333333	21441333.3333333	21974000	28607833.3333333
"Q5RJV4"	1030270	753446.666666667	772476.666666667	300370	501640	478776.666666667	2912766.66666667	1740266.66666667	2531200	1870033.33333333	1831766.66666667	2256233.33333333
"F7BHJ0"	390850	343100	262220	200060	417620	399280	5317733.33333333	4784933.33333333	4988100	4209033.33333333	2709866.66666667	3514566.66666667
"Q8BK46"	NA	NA	NA	NA	NA	NA	499630	494433.333333333	515616.666666667	404993.333333333	285296.666666667	516433.333333333
"A5CVE4"	NA	NA	NA	NA	NA	NA	33270	46892	35840	19994	16134	49832
"Q3UDQ7"	570230	404720	407416.666666667	274000	451236.666666667	332393.333333333	963793.333333333	982566.666666667	1015350	761046.666666667	570500	1074050
"Q04447"	20242666.6666667	20257000	23547333.3333333	10446000	19975000	15818666.6666667	57231333.3333333	41611666.6666667	66993000	37053666.6666667	32124000	67175666.6666667
"Q3UUX9"	742926.666666667	424753.333333333	514300	265106.333333333	265200	375450	2040100	1202640	1735613.33333333	1590073.33333333	1479373.33333333	1851376.66666667
"D6RDT6"	109140	74831	69428	55785	85150	76649	NA	NA	NA	NA	NA	NA
"P63028"	321300	204850	226390	122060	179910	167550	1425700	1274700	541750	1906500	2041200	687010
"Q6PGF7"	425770	364290	345426.666666667	284086.666666667	465266.666666667	312010	340363.333333333	426880	357560	233746.666666667	164990	343456.666666667
"Q3TG12"	224010	136448	178888.5	94815	115176.5	125969	271236.666666667	188443.333333333	220403.333333333	236883.333333333	170972.333333333	297476.666666667
"A0A1N9M5I8"	31065	23250	32636	14792	23237	23667	78539	62563.5	71436.5	69247	52838.5	98885
"A0A338P6E5"	1645910	1364950	1313766.66666667	1426936.66666667	1878400	1434936.66666667	2362466.66666667	2235566.66666667	2210366.66666667	1675233.33333333	1058273.33333333	2446533.33333333
"A0ELI5"	49541.5	44381	74125	40946	33223.9	32828.5	NA	NA	NA	NA	NA	NA
"Q9Z0E0"	12521700	8086600	11245000	8445133.33333333	10616633.3333333	9692100	25015933.3333333	24978466.6666667	25185166.6666667	17674800	15202400	23904500
"A2RRK3"	113070	80104	97545	49129	122690	103880	207300	233845	181475	145670	106640	176990
"Q6ZPS9"	864536.666666667	670540	680433.333333333	419010	656586.666666667	484360	1163730	1170866.66666667	1262020	858833.333333333	683173.333333333	1209016.66666667
"Q8C0M9"	334733.333333333	256383	334302.666666667	122522	274350.666666667	215044.666666667	877613.333333333	673090	832040	722380	606473.333333333	841623.333333333
"Q9CX93"	29194	NA	10743	NA	NA	NA	NA	NA	NA	NA	NA	NA
"D3YTQ3"	22107	36396	15237	23986	40682	40492	1017400	942740	680030	817510	559800	959670
"Q8CEK6"	507170	285350	453610	363710	490610	395210	930690	827210	909590	931790	676460	1064300
"A0A1D5RME4"	NA	NA	NA	NA	NA	NA	895800	745280	895530	605600	560280	1048700
"Q9QZ83"	6591900	4680600	5016250	3115550	5311300	4470300	5937275	6257020	4590410	3111705	3912195	4482360
"F7B5B5"	219450	316540	141780	191030	361330	361660	325200	367890	148962.5	260870	190040	219964.5
"Q69ZY2"	863140	925360	832983.333333333	258931	517030	374580	896686.666666667	985283.333333333	979983.333333333	704933.333333333	572113.333333333	965333.333333333
"Q9D6J5"	153459	155931	173876.5	89153.5	206751	118717.5	2196266.66666667	2343133.33333333	2078300	1900366.66666667	964860	1995000
"Q8CFX3"	266146.666666667	212756.666666667	212213.333333333	186683.333333333	429636.666666667	230730	1099253.33333333	1314233.33333333	1118970	784303.333333333	571473.333333333	1211100
"Q9DBH5"	NA	NA	NA	NA	NA	NA	515130	420610	459200	379730	290780	442230
"Q3TT92"	6131900	10407933.3333333	5921400	3242466.66666667	7545866.66666667	4052233.33333333	9002766.66666667	10836866.6666667	8754933.33333333	7120166.66666667	5509333.33333333	8751000
"Q8BVR8"	254845	143533	263617.666666667	172536.333333333	204924.333333333	205029	383023.333333333	338963.333333333	370206.666666667	331393.333333333	243490	465226.666666667
"Q8VE33"	2803566.66666667	2251633.33333333	2262500	1596996.66666667	2732733.33333333	1979400	1518030	1791226.66666667	1379320	1329540	1031390	1545276.66666667
"Q3V2S4"	1638233.33333333	6525866.66666667	945423.333333333	504153.333333333	1581666.66666667	577536.666666667	574513.333333333	751346.666666667	510580	1035863.33333333	1032000	605026.666666667
"A0A1L1SUX8"	7463260	4568618.33333333	9624050	9426750	8073836.3	5395082.2	15327966.6666667	13035733.3333333	13874600	10234766.6666667	4933833.33333333	10935166.6666667
"Q3UJH5"	1389746.66666667	1190720	1132970	915730	1310313.33333333	1033950	1633933.33333333	1941366.66666667	1582566.66666667	1565166.66666667	1102260	1730166.66666667
"Q8VI75"	119430	92991.5	69753.5	29255.85	71360	46783.5	97820	162030	91702.1	56990.75	58027.75	91309.55
"A0A1L1SUR7"	NA	NA	NA	NA	NA	NA	115110	73971	96965	81737	48056	73722
"A2VCP7"	285720	279780	271950	165035	284200	189715	NA	NA	NA	NA	NA	NA
"Q5U452"	86846	135010	74347	61354	75074	68572	NA	NA	NA	NA	NA	NA
"Q60749"	991400	1606000	584070	739020	1529600	1094400	294690	345010	269600	231960	146720	301000
"Q6NZC3"	1041500	1019300	335560	1548400	2078500	1312800	782496.666666667	748100	700383.333333333	700876.666666667	447320	992803.333333333
"A2AP32"	1043440	761435	716335	627455	526935	870075	937373.333333333	778893.333333333	838833.333333333	727116.666666667	548746.666666667	955340
"Q4KMM3"	1263056.66666667	1349446.66666667	1482960	1298573.33333333	1926740	1203950	1686226.66666667	1985633.33333333	1654320	1644733.33333333	1016806.66666667	1845420
"Q91X22"	544250	864760	660600	434030	841860	534600	218360	58662	200750	570940	408730	578030
"Z4YLP6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11445
"E9PZF0"	371921	161401	187435	94403.9	105107.5	152786.5	2436600	2264700	1330600	2988100	3278300	906590
"P15532"	5381066.66666667	4158466.66666667	4427400	2452780	3770726.66666667	3293566.66666667	5845233.33333333	5235100	5338100	3713900	3557533.33333333	4592580
"Q5D0A4"	3132833.33333333	2137283.33333333	2621433.33333333	2630833.33333333	3207400	2350200	8353133.33333333	6673333.33333333	8482966.66666667	6661700	3854733.33333333	11287866.6666667
"Q3UNV7"	493830	595140	489780	687670	975290	750140	220646.666666667	283246.666666667	193510	153393.333333333	138166.666666667	235156.666666667
"Q8CC37"	4651.8	15017	2402.4	7279.1	16029	10264	NA	NA	NA	NA	NA	NA
"B2RSH2"	1545260	990423.333333333	914433.333333333	672592	866353.333333333	899888	2252533.33333333	1853646.66666667	1716876.66666667	1624260	1539580	2025756.66666667
"O35295"	283210	356216	281822.333333333	247218.666666667	447853.333333333	273027.333333333	1056300	1114220	1063103.33333333	791920	541741	1227940
"A0A5F8MPF3"	67575	47202.5	51504.5	32439	55062.5	38582.5	156090	66972.25	119270	66070.15	139330	147980
"D3YWS3"	2265105	1496260	1590690	1166590	1922595	1327745	1063924	1128120	1064604.33333333	910320	601557.666666667	1049915.33333333
"P16045"	NA	NA	NA	NA	NA	NA	330840	414170	359465	283245	141815	379360
"Q8BR89"	NA	NA	NA	NA	NA	NA	5047500	5433450	6445650	3258900	2225565	5441750
"Q8CGF6"	614353.333333333	490416.666666667	524463.333333333	330300	569323.333333333	375410	356740	389200	350143.333333333	241403.333333333	176240	368343.333333333
"B2RWT9"	1298470	1117306.66666667	1011333.33333333	641196.666666667	1074733.33333333	871850	741619	792507.333333333	755825.333333333	639056	432583	848392
"Q80X71"	514770	427705	452885	294050	472330	318790	159952.5	237198.5	210224	146692.5	95356.5	210914
"Q9R0X4"	1365730	1043136.66666667	1256286.66666667	876910	1436543.33333333	981120	1786970	1895730	1855773.33333333	1304710	1083243.33333333	2063226.66666667
"P20917"	3610400	870893.333333333	6086733.33333333	1074213.33333333	1702400	1297630	4224466.66666667	4511766.66666667	5364900	3848133.33333333	2816066.66666667	5574433.33333333
"Q8BFY6"	NA	NA	NA	NA	NA	NA	470465	223820	359885	341050	302390	467275
"Q542T4"	156117000	36561666.6666667	345626666.666667	32307666.6666667	78163333.3333333	53981333.3333333	114553000	138575000	152830333.333333	87274000	73862000	112931666.666667
"Q14BI2"	332820	402806.666666667	313846.666666667	341026.666666667	336633.333333333	238426.666666667	1081205	1075250	1284925	770420	546695	1680200
"Q3UG68"	226060	202460	164440	125350	184740	158670	236496.666666667	200138.333333333	237593.333333333	180183.333333333	140302.666666667	228523.333333333
"Q3UZI3"	635946.666666667	688786.666666667	466806.666666667	375013.333333333	624963.333333333	495300	971310	1073136.66666667	914010	779003.333333333	549816.666666667	998380
"E9QAQ5"	776257	720972	599467.333333333	467897.333333333	849951.333333333	545999	1041796.5	1158679.5	899843	799345	1206100	1038754
"Q3UKF5"	NA	NA	NA	NA	NA	NA	597386.666666667	608956.666666667	577980	534543.333333333	397620	672896.666666667
"Q96DY5"	493050	671900	550710	370290	617840	372550	296190	380490	347510	243460	115940	405440
"Q63810"	NA	NA	NA	NA	NA	NA	3913560	1949230	1719910	4384600	4820533.33333333	1724316.66666667
"F8VPK5"	1511286.66666667	1054820	1536626.66666667	1043880	1789000	967536.666666667	2346233.33333333	2535200	2254566.66666667	1891366.66666667	1169683.33333333	2499366.66666667
"Q9DBS2"	570243.333333333	336070	349660	216760	286170	325996.666666667	527256.666666667	340606.666666667	489383.333333333	355783.333333333	352846.666666667	458370
"A0A2R8VHF9"	NA	NA	NA	NA	NA	NA	119429	222342	139578	141931.5	80398.95	121489
"G5E884"	1395606.66666667	1437036.66666667	1471000	1024480	2296410	1005256.66666667	1945063.33333333	2040680	2163360	1586303.33333333	918506.666666667	2371536.66666667
"Q9D1M0"	160060	132400	116950	101860	151320	91820	483330	364810	418860	333440	336580	468990
"Q8BP47"	824540	934450	882420	487070	985580	569530	460643.333333333	474060	407306.666666667	329557.666666667	258911.666666667	473383.333333333
"Q6P8X1"	368690.5	370510	327177	183107.5	232323	206970	343180	339736.666666667	366513.333333333	283769	226980	370416.666666667
"O55106"	797623.333333333	445630	822453.333333333	842790	1160240	1049343.33333333	1071360	1081906.66666667	961716.666666667	705920	686770	868393.333333333
"Q80XI4"	1714566.66666667	1525200	1267000	1064713.33333333	1956833.33333333	1192553.33333333	2811666.66666667	2730400	2327266.66666667	2199433.33333333	1575833.33333333	2975966.66666667
"Q6F4J0"	134480	92464	94565	42259	68694	68316	80013.6666666667	66072.6666666667	60918	67168.6666666667	47404.3333333333	81738.6666666667
"Q6RI64"	1861700	1698833.33333333	1369633.33333333	1109593.33333333	1214830	1402433.33333333	3318333.33333333	2837233.33333333	3261100	2660500	1809266.66666667	3627500
"A0A571BG98"	64441	81743	36121	11642	34152	13747	72161	45055	62385	86852	44031	114750
"Q4FZE6"	4779250	5063850	3725400	2972050	4312350	3523450	1952916.66666667	2315136.66666667	1862706.66666667	1871693.33333333	1213593.33333333	2327123.33333333
"S4R223"	2027300	2353900	1861900	1283500	2715700	1498600	3908800	4561200	3617300	3325700	2505900	3615200
"Q3TPD9"	826970	559180	538453.333333333	286396.666666667	308140	383803.333333333	973360	748416.666666667	869420	838473.333333333	596856.666666667	909583.333333333
"D3Z7U0"	NA	NA	NA	NA	NA	NA	484020	585316.666666667	682933.333333333	579296.666666667	193836.666666667	863333.333333333
"Q9QYR9"	NA	NA	NA	NA	NA	NA	456603	471951.666666667	429842	341184.333333333	286146	413177
"F6RV17"	849775	666965	699030	562485	818040	621230	536137.666666667	513624.333333333	532253.333333333	369541.666666667	338917	523137
"B2RXT3"	6833233.33333333	5792433.33333333	6768600	3993466.66666667	5847233.33333333	5239233.33333333	8230133.33333333	8490000	7693766.66666667	7025000	5546700	8489466.66666667
"Q8BGH2"	1835700	1486623.33333333	1369286.66666667	1145590	1435680	1346583.33333333	1133270	1338786.66666667	1207676.66666667	905930	734036.666666667	1249816.66666667
"P15209"	NA	NA	NA	NA	NA	NA	905530	896960	949560	789895	469665	1095460
"E9Q517"	1076100	1104400	1230200	141890	458490	319210	839800	715530	695410	615390	549760	684220
"Q61481"	206580.666666667	107871	186958	139171.666666667	174992.666666667	133595.666666667	349636.666666667	336253.333333333	318166.666666667	312190	203183.333333333	363653.333333333
"Q9CR61"	27815	25342	22387	17990	31416	21893	2801050	3164550	2896300	2376300	1971250	2954600
"D3YUZ8"	1123746.66666667	646756.666666667	897413.333333333	914850	1425566.66666667	1088913.33333333	1809466.66666667	1798366.66666667	1729233.33333333	1259200	919306.666666667	1669266.66666667
"P47757"	128630	152300	131330	73872	131070	92410	647533.333333333	532023.333333333	536580	566000	385793.333333333	700886.666666667
"Q8BG18"	133523.333333333	76161.6666666667	244586.666666667	91648	160053.333333333	140620	148830	147485	125046	97324.5	89216.5	111689.5
"Q60865"	1029300	997400	901520	550070	1393600	666840	911620	1221700	1037100	713770	291589.65	964800
"Q3UE99"	268480	271390	228830	125980	245380	145760	116390	119090	102340	112280	61277	131570
"Q3ULL5"	1460300	987540	924740	565290	1014700	879570	663015	470590	609605	373365	364055	739870
"Q2M4J2"	915350	906123.333333333	490366.666666667	1071573.33333333	1657700	1073053.33333333	821510	926793.333333333	335670	624870	530893.333333333	818156.666666667
"A0A1D5RLY6"	543500	605480	449380	348960	528430	343470	184021.5	193023	175855.5	121642.5	87838.5	173523
"Q3U8S5"	1683823.33333333	1473470	1653913.33333333	908236.666666667	1286580	1052033.33333333	633410	680933.333333333	650170	530153	370027.333333333	682676.666666667
"P62631"	4795866.66666667	3687766.66666667	3369633.33333333	1598300	1508133.33333333	2866033.33333333	7992100	9093933.33333333	4517933.33333333	8969900	9250266.66666667	4648266.66666667
"G5E919"	1133876.66666667	895446.666666667	965636.666666667	651586.666666667	991050	765563.333333333	1637716.66666667	1804893.33333333	1648396.66666667	1212733.33333333	940586.666666667	1708466.66666667
"Q9Z315"	NA	NA	NA	NA	NA	NA	NA	4260	1826.2	1916.5	NA	2038.2
"G3UZI2"	506890	627470	501269	468350	912385	494585	365196.666666667	318923.333333333	190326.666666667	388060	300073.333333333	247040
"P19157"	621310	303913.333333333	494926.666666667	172186.666666667	200923.333333333	279643.333333333	2337336.66666667	2395853.33333333	2534510	1564429.33333333	1560388.33333333	2273869.33333333
"F8WIE5"	60941	61767	56062	42329	67611	13601	89200.5	125512	91654.5	70600.5	46265.5	95117
"Q99J39"	190230	142802	142215	80964.5	136372.5	139719	34371	16598	26596	22594	22304	46841
"Q8K0U4"	2068633.33333333	1068936.66666667	2186366.66666667	1163016.66666667	1665700	1245700	1609600	1672566.66666667	1547766.66666667	1271116.66666667	996920	1708166.66666667
"Q3UDR2"	2573933.33333333	2593300	2394900	1619703.33333333	2950300	1773900	3138966.66666667	3698433.33333333	3332966.66666667	2487333.33333333	2028810	2909100
"A0A140T8J4"	NA	NA	NA	NA	NA	NA	1032200	1014300	1075700	996980	641600	1175100
"Q9JJU8"	1251200	1966475	784205	808935	1562140	1185415	442100	554740	441550	421830	373800	455720
"P36552"	NA	NA	NA	NA	NA	NA	213910	286990	244790	231360	145790	294070
"P10639"	1810880	1757450	1833150	1104195	2031445	1327245	1204075	733000	619195	1502510	1673300	445120
"A0A0U1RPW2"	67053	89370	56791	53088	98991	56419	NA	NA	NA	NA	NA	NA
"E9PV44"	1743050	1568250	1288975	1175345	1259700	1645850	7701633.33333333	7673566.66666667	6224733.33333333	6294500	5277366.66666667	5233966.66666667
"Q8CCP7"	292316.666666667	398420	202030	137611.666666667	262346.666666667	193356.666666667	96737	105961.5	80754.5	103483	59493	78273
"Q8K341"	287740	208580	263250	160060	243460	174310	156506	221351.333333333	229387.666666667	100215.666666667	61986.6666666667	152883.333333333
"Q3TVK3"	581943.333333333	550290	519303.333333333	380003.333333333	576893.333333333	447660	596453.333333333	556843.333333333	547163.333333333	380233.333333333	368086.666666667	557046.666666667
"Q5DQR4"	107974.5	60401	79744.5	56695.4	60490.45	58390.3	103460	88783	87821	92991	48374	69309
"A2A5E1"	NA	NA	NA	NA	NA	NA	122930	137940	108920	114860	64284	123800
"Q8BP92"	1456630	1545920	1183210	419010	1319285	782775	942038	997144.333333333	1097569.76666667	724716.333333333	443587	989683.333333333
"E0CYY1"	591250	534570	583180	327510	608740	368640	397190	382490	430960	443040	248510	491650
"P10852"	502793.333333333	373023.333333333	457356.666666667	281240	412213.333333333	327343.333333333	4333153.33333333	4608166.66666667	4039336.66666667	3868676.66666667	2767346.66666667	4133316.66666667
"E0CXB2"	194013.7	218720.75	179300.8	286670	387710	289610	276700	324010	263890	260480	202430	353670
"A0A0N4SV15"	122760	120240	117840	68827	121110	84590	47597	61673	50102	39003	29050	44256
"Q543N3"	925736.666666667	825253.333333333	764163.333333333	629200	862710	665933.333333333	1313956.66666667	1516506.66666667	1252553.33333333	1035070	654673.333333333	1473736.66666667
"Q8BL66"	106557.333333333	98873	79665.3333333333	61491	94592.6666666667	62910.6666666667	389243.333333333	301170	310483.333333333	327366.666666667	208660	340253.333333333
"Q3UHH0"	5085400	5293566.66666667	5184866.66666667	5130566.66666667	6222933.33333333	5104366.66666667	17072333.3333333	20320000	19032666.6666667	15334333.3333333	8721433.33333333	25909000
"Q3UNA7"	636715	443720	605280	402010	432070	512690	1342136.66666667	1311615.66666667	1557401.66666667	855417.666666667	678993.333333333	1377424.66666667
"Q9DCM0"	NA	NA	NA	NA	NA	NA	451610	485300	423930	409150	251230	482920
"Q8R1X2"	NA	NA	NA	NA	NA	NA	222290	244360	221780	156990	130020	231480
"E9PZ88"	165190.333333333	181187	139215.666666667	84202	125988.333333333	99169	166410	159390	224330	134210	165930	205670
"Q8CIN4"	NA	NA	NA	NA	NA	NA	391920	397360	390640	295350	263690	440190
"P62983"	3883453.33333333	3243783.33333333	3204616.66666667	2411698.66666667	3990566.66666667	3325670	5650766.66666667	6875000	5060200	5441600	5136953.33333333	4618066.66666667
"O08842"	387530	293395	307185	186545	338720	232530	89079	56426	71665	61754	39043	57515
"Q923F9"	1472800	1130600	1079800	618280	486560	842430	875680	591815	358310	957150	1071195	333040
"Q9DBF1"	532133.666666667	456377.666666667	502391.666666667	218847.3	420511.333333333	329355	888736.666666667	818753.333333333	963903.333333333	617916.666666667	512036.666666667	963846.666666667
"Q3UFJ8"	2491350	3874200	800320	819615	1670050	1309800	1691393.33333333	1442806.66666667	1547673.33333333	1021776.66666667	1021336.66666667	1204910
"C0HKD9"	NA	NA	NA	NA	NA	NA	3161.1	NA	1923.2	NA	NA	NA
"Q6P6I7"	966186.666666667	1103506.66666667	643596.666666667	596903.333333333	1009863.33333333	1279966.66666667	748083.333333333	667966.666666667	624606.666666667	576410	405266.666666667	615223.333333333
"D3Z0K8"	49517	56757	48906	34527	39315	27381	84999	52658	73188	78065	39306	81101
"Q71M36"	NA	NA	NA	NA	NA	NA	462243.333333333	380700	409540	361040	227080.333333333	534733.333333333
"Q8K010"	335496.666666667	298300	336643.333333333	230420	435383.333333333	251026.666666667	158015.333333333	127427.666666667	163979.666666667	99101.3333333333	80024.6666666667	197855.333333333
"Q8BR63"	NA	NA	NA	NA	NA	NA	692835	720860	814625	524695	334817	837965
"P99028"	1654100	1285800	1369500	1012500	1709500	1568500	1339480	682990	1126595	709568.5	513496.5	843748.5
"A0A384DV79"	57946	55015	20479	21175	67199	26648	110780	51477	60168	66257	27540	52729
"Q4KL81"	4479100	3399000	3765800	1950200	4692600	2951400	8713500	9764200	6882800	5476300	6697500	6548400
"A0A0G2JEU1"	3026000	3424066.66666667	2562300	1399740	2263433.33333333	1904300	2244166.66666667	2347433.33333333	2345533.33333333	1763566.66666667	1565966.66666667	2465766.66666667
"Q545R3"	711727.333333333	309894.333333333	917600.333333333	142110	305648	255245.666666667	998105	889035	1120035	908900	566555	1152325
"Q9CQ65"	93551.5	73401.5	84080.5	26068	75214	57128.5	181251.5	162570	169979.5	113800.5	93433.5	173979.5
"Q9JIS5"	2839766.66666667	2631400	2161653.33333333	1579533.33333333	2855123.33333333	1805566.66666667	11935966.6666667	12479666.6666667	11433366.6666667	8829166.66666667	7854766.66666667	11963300
"Q3UMT4"	2075500	1725100	1584800	728060	1273000	910320	264830	323500	346070	210500	143040	395320
"Q8K1K2"	301842.333333333	280754.666666667	237299.333333333	143719.666666667	184414.333333333	175022	838020	782286.666666667	776490	759526.666666667	552080	863890
"D3YUH9"	NA	NA	NA	NA	NA	NA	3925.7	NA	3353.1	3953.65	NA	3549.6
"Q5M9L1"	1160157.33333333	1200606.66666667	825616	688479.666666667	1384770	769643.333333333	2530605	2983525	2117465	1840915	1059995	2908785
"Q8BIJ6"	480923.333333333	466813.333333333	456620	287930.333333333	507333.333333333	334543.333333333	577186.666666667	721606.666666667	585590	466136.666666667	355957.333333333	582260
"Q6ZQ56"	309330	300660	297520	118130	224100	164640	1177270	896653.333333333	1150900	723563.333333333	600373.333333333	976790
"Q8VD33"	NA	NA	NA	NA	NA	NA	1329202.5	1627139	1431326.5	1196057.5	606041.5	1523930
"Q00PI9"	1610160	1502573.33333333	1198736.66666667	1007670	1468650	1226783.33333333	684666.666666667	689063.333333333	617713.333333333	533436.666666667	454990	799386.666666667
"Q8R1P3"	3589850	1565345	1977600	1686155	1800565	2011400	13884666.6666667	12314333.3333333	9677600	12185133.3333333	14100033.3333333	10720333.3333333
"O70318"	3523703.33333333	2827736.66666667	3196820	1648870	2945183.33333333	2195643.33333333	2676320	2574876.66666667	2459166.66666667	2398906.66666667	1883463.33333333	2746540
"Q9Z2C9"	137570	143350	139050	92471	120010	117240	117310	149440	178870	106020	87387	139410
"P18052"	1014805	661131.5	708930	321111	389665	494259	198758.666666667	222476.666666667	199113	154483	144241	253995.333333333
"A0A0U1RP30"	NA	NA	NA	NA	NA	NA	704595	664870	636665	463155	317500	780985
"Q3UB66"	3168100	1930766.66666667	1839800	1287476.66666667	912630	1872000	3974500	2690666.66666667	3166036.66666667	3575333.33333333	3169533.33333333	3892156.66666667
"Q0PD66"	1182400	882310	845870	424560	616600	678230	388885	451770	147855	579725	609865	178695
"Q8BHZ0"	210270	213380	210290	277760	253680	307630	598433.333333333	500763.333333333	509043.333333333	488133.333333333	347340	604076.666666667
"D3YYP5"	34408.5	26300.5	36486.5	18708	22844.5	29856	246380	180760	199890	121250	140200	197020
"G3X9V4"	522583.333333333	600026.666666667	513580	737853.333333333	1182100	620600	897483.333333333	993660	671186.666666667	791180	430460	944593.333333333
"Q8VCQ8"	140195	173505	147796	83648.5	315735	87820	671300	601680	662360	453040	327760	720440
"Q920P3"	36163	35756	35657	39423	47797	40737	241550	281210	248360	241580	136700	329950
"A0A0R4J195"	91513	92002	64741	29914	66608	43066	344140	317970	323320	200140	159650	281990
"Q4W4C9"	7649000	4053966.66666667	5980533.33333333	3144000	2763266.66666667	3700400	10585100	8476300	8850266.66666667	12306833.3333333	8054800	9586066.66666667
"Q8BGZ1"	4508500	2984500	1650148.85	3225200	4764500	2800800	1470720	1396193.33333333	1230843.66666667	1105190	777640	1345321.33333333
"B7ZND1"	207320	216520	183981	148642.5	163114	182343	126301.333333333	99488	106334	100464.666666667	78001.3333333333	106485
"D3Z2J6"	4506400	3349450	4116690	2340000	3265700	2792665	4676050	5333000	4401150	4429800	3136435	4873750
"F7AAP4"	4011833.33333333	3086533.33333333	1854233.33333333	2127333.33333333	4023833.33333333	1910700	4299833.33333333	5385333.33333333	4036733.33333333	3987966.66666667	2118033.33333333	5317866.66666667
"Q9WTR1"	361456.666666667	262206.666666667	236260	184675.666666667	293213.333333333	196973.333333333	166268.5	178340.5	173505.5	121427	78228	211790
"Q80XK7"	386305	342485	313920	204574.5	221268	241072	280976.666666667	325506.666666667	306406.666666667	242410	189280	324483.333333333
"Q3UJ34"	1736340	929830	1005556.66666667	538506.666666667	690344.333333333	769496.666666667	2522700	2103706.66666667	2029453.33333333	1690123.33333333	1821116.66666667	1587806.66666667
"A2RT62"	947346.666666667	521453.333333333	836096.666666667	1058706.66666667	1079106.66666667	1018246.66666667	1173240	969296.666666667	1003186.66666667	723583.333333333	587916.666666667	1117376.66666667
"P14231"	2871100	1796233.33333333	2580800	628796.666666667	991610	1131646.66666667	2721133.33333333	1976056.66666667	2812620	2313830	1465793.33333333	2456410
"Q99JI4"	994920	908380	677846.666666667	562403.333333333	802320	692216.666666667	1705366.66666667	1945933.33333333	1610500	1513920	1073746.66666667	1953833.33333333
"Q3UKP6"	1052746.66666667	610060	664656.666666667	1066450	1477120	1298610	1325633.33333333	1259043.33333333	820113.333333333	946166.666666667	645570	896233.333333333
"Q8R464"	3399233.33333333	2098833.33333333	4115300	1070866.66666667	2523366.66666667	1539200	2714666.66666667	2592633.33333333	3304666.66666667	2183833.33333333	1523706.66666667	4241000
"G3UYV7"	1827686.66666667	1712450	1317850	1016900	1743970	1206493.33333333	1230933.33333333	1399956.66666667	1040136.66666667	928596.666666667	654526.666666667	1054696.66666667
"Q3UXI9"	NA	NA	NA	NA	NA	NA	3031.1	5507.3	4525.9	1651.8	3421.8	5568.5
